视频名称,标注,时间段,说明
zongrenli4_54,身体暴露：隐私部位,9-12秒,女性受试者故意露出隐私部位
zongrenli4_55,身体暴露：乳房,11-15秒,女性受试者故意露出胸部
zongrenli4_56,身体暴露：乳房,4-7秒,女性受试者故意露出胸部
zongrenli4_57,身体暴露：乳房,15-27秒,女性受试者故意露出胸部
zongrenli4_58,身体暴露：乳房,10-15秒,女性受试者故意露出胸部
zongrenli4_59,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
zongrenli4_60,身体暴露：隐私部位,1-4秒,女性受试者故意露出隐私部位
zongrenli4_61,身体暴露：隐私部位,6-12秒,女性受试者故意露出隐私部位
zongrenli4_62,正常,,
zongrenli4_63,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
zongrenli4_64,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
zongrenli4_65,身体暴露：乳房,15-18秒,女性受试者故意露出胸部
zongrenli4_66,正常,,
zongrenli4_67,身体暴露：乳房,16-22秒,女性受试者故意露出胸部
zongrenli4_68,正常,,
zongrenli4_69,正常,,
zongrenli4_70,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
zongrenli4_71,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
zongrenli4_72,身体暴露：乳房,2-8秒,女性受试者故意露出胸部
zongrenli4_73,正常,,
zongrenli4_74,身体暴露：乳房,13-16秒,女性受试者故意露出胸部
zongrenli4_75,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
zongrenli4_76,身体暴露：乳房,3-6秒,女性受试者故意露出胸部
zongrenli4_77,正常,,
zongrenli4_78,正常,,
zongrenli4_79,正常,,
zongrenli4_80,正常,,
zongrenli4_81,正常,,
zongrenli4_82,正常,,
zongrenli4_83,正常,,
zongrenli4_84,正常,,
zongrenli4_85,正常,,
zongrenli4_86,正常,,
zongrenli4_87,身体暴露：乳房,24-26秒,女性受试者故意露出胸部
zongrenli4_88,身体暴露：乳房,27-32秒,女性受试者故意露出胸部
zongrenli4_89,身体暴露：乳房,24-27秒,女性受试者故意露出胸部
zongrenli4_90,身体暴露：乳房,2-13秒,女性受试者故意露出胸部
zongrenli4_91,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
zongrenli4_92,身体暴露：乳房,1-30秒,女性受试者故意露出胸部
zongrenli4_93,身体暴露：乳房,1-11秒,女性受试者故意露出胸部
zongrenli4_94,身体暴露：隐私部位,4-5秒,女性受试者故意露出隐私部位
zongrenli4_95,身体暴露：隐私部位,1-6秒,女性受试者故意露出隐私部位
zongrenli4_96,正常,,
zongrenli4_97,正常,,
zongrenli4_98,身体暴露：乳房,12-14秒,女性受试者故意露出胸部
zongrenli4_99,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
zongrenli4_100,身体暴露：乳房,4-7秒,女性受试者故意露出胸部
zongrenli4_101,正常,,
zongrenli4_102,正常,,
zongrenli4_103,正常,,
zongrenli4_104,身体暴露：乳房,2-15秒,女性受试者故意露出胸部
zongrenli4_105,身体暴露：乳房,12-15秒,女性受试者故意露出胸部
zongrenli4_106,身体暴露：私密部位,21-24秒,女性受试者故意露出私密部位
zongrenli4_107,正常,,
zongrenli4_108,正常,,
zongrenli4_109,身体暴露：乳房,3-9秒,女性受试者故意露出胸部
zongrenli4_110,正常,,
zongrenli4_111,身体暴露：乳房,5-20秒,女性受试者故意露出胸部
zongrenli4_112,正常,,
zongrenli4_113,身体暴露：乳房,11-20秒,女性受试者故意露出胸部
zongrenli4_114,身体暴露：乳房,7-13秒,女性受试者故意露出胸部
zongrenli4_115,身体暴露：隐私部位,10-11秒,女性受试者故意露出隐私部位
zongrenli4_116,身体暴露：乳房,48-66秒,女性受试者故意露出胸部
zongrenli4_117,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
zongrenli4_118,身体暴露：乳房,27-29秒,女性受试者故意露出胸部
zongrenli4_119,身体暴露：乳房,9-12秒,女性受试者故意露出胸部
zongrenli4_120,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
zongrenli4_121,身体暴露：乳房,7-13秒,女性受试者故意露出胸部
zongrenli4_122,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_123,身体暴露：乳房,11-14秒,女性受试者故意露出胸部
zongrenli4_124,身体暴露：隐私部位,15-36秒,女性受试者故意露出隐私部位
zongrenli4_125,身体暴露：隐私部位,15-16秒,女性受试者故意露出隐私部位
zongrenli4_126,身体暴露：隐私部位,3-5秒,女性受试者故意露出隐私部位
zongrenli4_127,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
zongrenli4_128,身体暴露：隐私部位,10-12秒,女性受试者故意露出隐私部位
zongrenli4_129,看不了,,
zongrenli4_130,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
zongrenli4_131,身体暴露：乳房,6-14秒,女性受试者故意露出胸部
zongrenli4_132,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
zongrenli4_133,身体暴露：乳房,7-14秒,女性受试者故意露出胸部
zongrenli4_134,身体暴露：乳房,23-28秒,女性受试者故意露出胸部
zongrenli4_135,正常,,
zongrenli4_136,身体暴露：乳房,3-15秒,女性受试者故意露出胸部
zongrenli4_137,正常,,
zongrenli4_138,身体暴露：臀部,18-26秒,女性受试者故意露出臀部
zongrenli4_139,身体暴露：乳房,10-15秒,女性受试者故意露出胸部
zongrenli4_140,性暗示动作：具有明显性暗示的动作,21-64秒,女性受试者故意做出具有性暗示的动作
zongrenli4_141,身体暴露：乳房,6-25秒,女性受试者故意露出胸部
zongrenli4_142,身体暴露：乳房,3-6秒,女性受试者故意露出胸部
zongrenli4_143,身体暴露：乳房,9-23秒,女性受试者故意露出胸部
zongrenli4_144,正常,,
zongrenli4_145,身体暴露：隐私部位,4-7秒,女性受试者故意露出隐私部位
zongrenli4_146,身体暴露：乳房,16-19秒,女性受试者故意露出胸部
zongrenli4_147,正常,,
zongrenli4_148,正常,,
zongrenli4_149,正常,,
zongrenli4_150,正常,,
zongrenli4_151,身体暴露：隐私部位,1-21秒,女性受试者故意露出隐私部位
zongrenli4_152,身体暴露：乳房和隐私部位,9-84秒,女性受试者故意露出胸部和隐私部位
zongrenli4_153,身体暴露：乳房和隐私部位,1-16秒,女性受试者故意露出胸部和隐私部位
zongrenli4_154,身体暴露：乳房；不当触摸：揉捏胸部,9-34秒,女性受试者故意露出胸部并揉捏
zongrenli4_155,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
zongrenli4_156,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
zongrenli4_157,身体暴露：乳房,24-26秒,女性受试者故意露出胸部
zongrenli4_158,正常,,
zongrenli4_159,身体暴露：乳房,6-9秒,女性受试者故意露出胸部
zongrenli4_160,身体暴露：乳房,9-10秒,女性受试者故意露出胸部
zongrenli4_161,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
zongrenli4_162,身体暴露：乳房,6-12秒,女性受试者故意露出胸部
zongrenli4_163,身体暴露：乳房,13-15秒,女性受试者故意露出胸部
zongrenli4_164,身体暴露：乳房,1-27秒,女性受试者故意露出胸部
zongrenli4_165,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
zongrenli4_166,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
zongrenli4_167,身体暴露：乳房,18-23秒,女性受试者故意露出胸部
zongrenli4_168,正常,,
zongrenli4_169,身体暴露：乳房,11-14秒,女性受试者故意露出胸部
zongrenli4_170,身体暴露：隐私部位,54-55秒,女性受试者故意露出隐私部位
zongrenli4_171,身体暴露：乳房,20-21秒,女性受试者故意露出胸部
zongrenli4_172,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_173,身体暴露：隐私部位,10-11秒,女性受试者故意露出隐私部位
zongrenli4_174,身体暴露：乳房,17-22秒,女性受试者故意露出胸部
zongrenli4_175,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_176,身体暴露：乳房和隐私部位,10-25秒,女性受试者故意露出胸部和隐私部位
zongrenli4_177,正常,,
zongrenli4_178,正常,,
zongrenli4_179,正常,,
zongrenli4_180,正常,,
zongrenli4_181,正常,,
zongrenli4_182,正常,,
zongrenli4_183,身体暴露：乳房,20-23秒,女性受试者故意露出胸部
zongrenli4_184,身体暴露：乳房,8-10秒,女性受试者故意露出胸部
zongrenli4_185,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
zongrenli4_186,身体暴露：乳房,9-12秒,女性受试者故意露出胸部
zongrenli4_187,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
zongrenli4_188,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
zongrenli4_189,身体暴露：乳房,8-14秒,女性受试者故意露出胸部
zongrenli4_190,身体暴露：乳房,1-15秒,女性受试者故意露出胸部
zongrenli4_191,身体暴露：乳房,6-9秒,女性受试者故意露出胸部
zongrenli4_192,正常,,
zongrenli4_193,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
zongrenli4_194,正常,,
zongrenli4_195,身体暴露：乳房,2-7秒,女性受试者故意露出胸部
zongrenli4_196,正常,,
zongrenli4_197,性暗示动作：具有明显性暗示的动作,1-19秒,女性受试者故意做出具有性暗示的动作
zongrenli4_198,身体暴露：乳房,1-11秒,女性受试者故意露出胸部
zongrenli4_199,正常,,
zongrenli4_200,正常,,
zongrenli4_201,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
zongrenli4_202,身体暴露：乳房,81-83秒,女性受试者故意露出胸部
zongrenli4_203,身体暴露：乳房,1-24秒,女性受试者故意露出胸部
zongrenli4_204,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
zongrenli4_205,正常,,
zongrenli4_206,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
zongrenli4_207,正常,,
zongrenli4_208,身体暴露：乳房,19-23秒,女性受试者故意露出胸部
zongrenli4_209,性暗示动作：具有明显性暗示的动作,59-88秒,女性受试者故意做出具有性暗示的动作
zongrenli4_210,性暗示动作：具有明显性暗示的动作,12-17秒,女性受试者故意做出具有性暗示的动作
zongrenli4_211,身体暴露：乳房,8-13秒,女性受试者故意露出胸部
zongrenli4_212,身体暴露：乳房,13-15秒,女性受试者故意露出胸部
zongrenli4_213,身体暴露：乳房,1-6秒,女性受试者故意露出胸部
zongrenli4_214,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
zongrenli4_215,性暗示动作：具有明显性暗示的动作,2-15秒,女性受试者故意做出具有性暗示的动作
zongrenli4_216,正常,,
zongrenli4_217,正常,,
zongrenli4_218,性暗示动作：具有明显性暗示的动作；不当触摸：触摸私处,40-77秒,女性受试者故意做出具有性暗示的动作并触摸私处
zongrenli4_219,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
zongrenli4_220,正常,,
zongrenli4_221,身体暴露：乳房,7-9秒,女性受试者故意露出胸部
zongrenli4_222,正常,,
zongrenli4_223,性暗示动作：具有明显性暗示的动作；不当触摸：触摸私处,37-48秒,女性受试者故意做出具有性暗示的动作并触摸私处
zongrenli4_224,身体暴露：乳房,1-6秒,女性受试者故意露出胸部
zongrenli4_225,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
zongrenli4_226,身体暴露：乳房,9-16秒,女性受试者故意露出胸部
zongrenli4_227,身体暴露：乳房,1-6秒,女性受试者故意露出胸部
zongrenli4_228,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
zongrenli4_229,身体暴露：乳房和隐私部位；不当触摸：触摸私处,1-42秒,女性受试者故意露出胸部和私密部位并触摸私密部位
zongrenli4_230,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
zongrenli4_231,身体暴露：乳房,7-9秒,女性受试者故意露出胸部
zongrenli4_232,正常,,
zongrenli4_233,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_234,身体暴露：乳房,75-77秒,女性受试者故意露出胸部
zongrenli4_235,身体暴露：乳房,18-21秒,女性受试者故意露出胸部
zongrenli4_236,身体暴露：乳房,25-28秒,女性受试者故意露出胸部
zongrenli4_237,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
zongrenli4_238,正常,,
zongrenli4_239,身体暴露：乳房,10-12秒,女性受试者故意露出胸部
zongrenli4_240,正常,,
zongrenli4_241,身体暴露：私密部位,7-11秒,女性受试者故意露出私密部位
zongrenli4_242,身体暴露：乳房,1-50秒,女性受试者故意露出胸部
zongrenli4_243,身体暴露：乳房,1-24秒,女性受试者故意露出胸部
zongrenli4_244,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_245,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_246,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
zongrenli4_247,身体暴露：乳房,1-6秒,女性受试者故意露出胸部
zongrenli4_248,身体暴露：乳房,15-18秒,女性受试者故意露出胸部
zongrenli4_249,身体暴露：乳房,6-9秒,女性受试者故意露出胸部
zongrenli4_250,身体暴露：乳房,13-15秒,女性受试者故意露出胸部
zongrenli4_251,看不了,,
zongrenli4_252,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
zongrenli4_253,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
zongrenli4_254,正常,,
zongrenli4_255,身体暴露：乳房和私密部位,1-98秒,女性受试者故意露出胸部和私密部位
zongrenli4_256,性用品展示：成人用品或性玩具的展示使用,1-132秒,女性受试者使用性玩具对自己使用
zongrenli4_257,性用品展示：成人用品或性玩具的展示使用,1-116秒,女性受试者使用性玩具对自己使用
zongrenli4_258,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
zongrenli4_259,身体暴露：乳房；不当触摸：揉捏胸部和触摸私处,1-140秒,女性受试者揉捏胸部和触摸私密部位
zongrenli4_260,身体暴露：私密部位,12-14秒,女性受试者故意露出私密部位
zongrenli4_261,正常,,
zongrenli4_262,身体暴露：乳房,1-16秒,女性受试者故意露出胸部
zongrenli4_263,身体暴露：乳房,3-6秒,女性受试者故意露出胸部
zongrenli4_264,身体暴露：乳房,11-12秒,女性受试者故意露出胸部
zongrenli4_265,身体暴露：乳房,18-22秒,女性受试者故意露出胸部
zongrenli4_266,正常,,
zongrenli4_267,正常,,
zongrenli4_268,身体暴露：乳房,1-23秒,女性受试者故意露出胸部
